no,style,series,trimType_,flowCharacter_,flowDirection_,balancing_,rating_c,valveSize,seatBore,travel,coeff,one,two,three,four,five,six,seven,eight,nine,ten
1318,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,16,14.75,8,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1319,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,16,14.75,8,Xt,1,1,1,1,1,1,1,1,1,1
1320,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,16,14.75,8,Fd,1,1,1,1,1,1,1,1,1,1
1321,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,10.88,Cv,256,556,844,1115,1363,1590,1793,1973,2132,2268
1322,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,10.88,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1323,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,10.88,Xt,1,1,1,1,1,1,1,1,1,1
1324,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,10.88,Fd,1,1,1,1,1,1,1,1,1,1
1325,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,14.88,Cv,357,748,1110,1436,1721,1966,2174,2349,2495,2610
1326,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,14.88,Fd,1,1,1,1,1,1,1,1,1,1
1327,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,14.88,Xt,1,1,1,1,1,1,1,1,1,1
1328,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,18,14.75,14.88,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1329,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,10.88,Cv,323,710,1080,1430,1750,2030,2290,2520,2720,2890
1330,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,10.88,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1331,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,10.88,Xt,1,1,1,1,1,1,1,1,1,1
1332,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,10.88,Fd,1,1,1,1,1,1,1,1,1,1
1333,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,14.88,Cv,467,985,1460,1890,2260,2570,2830,3040,3220,3370
1334,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,14.88,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1335,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,14.88,Xt,1,1,1,1,1,1,1,1,1,1
1336,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,20,18.25,14.88,Fd,1,1,1,1,1,1,1,1,1,1
1337,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,10.88,Cv,329,701,1066,1421,1764,2092,2404,2698,2975,3157
1338,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,10.88,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1339,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,10.88,Xt,1,1,1,1,1,1,1,1,1,1
1340,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,10.88,Fd,1,1,1,1,1,1,1,1,1,1
1341,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,14.88,Cv,56,468,995,1490,1960,2370,2750,3070,3360,3600
1342,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,14.88,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
1343,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,14.88,Xt,1,1,1,1,1,1,1,1,1,1
1344,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,24,18.25,14.88,Fd,1,1,1,1,1,1,1,1,1,1
1345,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1,1,Cv,0.11,0.41,1.08,1.75,2.43,3.1,3.78,4.45,5.12,5.8
1346,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1,1,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1347,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1,1,Xt,1,1,1,1,1,1,1,1,1,1
1348,Globe Straight,10,Anti-Cavitation I,Linear,Over,Balanced,ASME 300,1,1,1,Fd,1,1,1,1,1,1,1,1,1,1
1349,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,1.5,1.3125,1.5,Cv,0.22,1.2,2.23,3.26,4.29,5.31,6.355,7.37,8.4,9.4
1350,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,1.5,1.3125,1.5,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1351,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,1.5,1.3125,1.5,Xt,1,1,1,1,1,1,1,1,1,1
1352,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,1.5,1.3125,1.5,Fd,1,1,1,1,1,1,1,1,1,1
1353,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,2,1.875,2,Cv,0.8,3.05,5.29,7.56,9.83,12.1,14.3,16.5,18.8,21
1354,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,2,1.875,2,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1355,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,2,1.875,2,Xt,1,1,1,1,1,1,1,1,1,1
1356,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,2,1.875,2,Fd,1,1,1,1,1,1,1,1,1,1
1357,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,3,2.875,3,Cv,3.14,8.23,13.3,18.5,23.5,28.7,33.8,38.9,44,49
1358,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,3,2.875,3,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1359,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,3,2.875,3,Xt,1,1,1,1,1,1,1,1,1,1
1360,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,3,2.875,3,Fd,1,1,1,1,1,1,1,1,1,1
1361,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,4,2.875,4,Cv,2.83,11.2,19.4,27.4,35.5,43.2,50.5,57.1,63.2,69
1362,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,4,2.875,3,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1363,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,4,2.875,3,Xt,1,1,1,1,1,1,1,1,1,1
1364,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,4,2.875,4,Fd,1,1,1,1,1,1,1,1,1,1
1365,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,6,5.375,2.25,Cv,6.05,22.5,38,53.7,69.4,85.2,100,115,130,144
1366,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,6,5.375,2.25,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1367,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,6,5.375,2.25,Xt,1,1,1,1,1,1,1,1,1,1
1368,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,6,5.375,2.25,Fd,1,1,1,1,1,1,1,1,1,1
1369,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,8,8,3.375,Cv,19.8,47.5,74.5,101,129,156,184,211,238,265
1370,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,8,8,3.375,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1371,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,8,8,3.375,Xt,1,1,1,1,1,1,1,1,1,1
1372,Globe Straight,10,Anti-Cavitation II,Linear,Over,Balanced,ASME 300,8,8,3.375,Fd,1,1,1,1,1,1,1,1,1,1
1373,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,Cv,3.28,7.39,12,14.2,14.9,15.3,15.7,16,16.4,16.8
1374,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,FL,1,1,1,1,1,1,1,1,1,1
1375,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,Xt,0.581,0.605,0.617,0.644,0.764,0.79,0.809,0.813,0.795,0.768
1376,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1,1.3125,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1377,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,Cv,2.62,7.42,13.9,20.8,23.2,24.2,24.9,25.4,26.1,26.7
1378,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,FL,1,1,1,1,1,1,1,1,1,1
1379,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,Xt,0.892,0.766,0.632,0.498,0.614,0.771,0.876,0.919,0.901,0.894
1380,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1381,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,Cv,3.12,7.36,13,18.5,20.7,21.4,21.8,23.1,23.9,25.2
1382,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,FL,1,1,1,1,1,1,1,1,1,1
1383,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,Xt,0.559,0.605,0.46,0.383,0.472,0.622,0.768,0.823,0.874,0.857
1384,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,1.5,1.3125,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1385,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Cv,7.3,19.2,34.6,42.2,45.5,47,47.1,47.2,47.2,48
1386,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,FL,1,1,1,1,1,1,1,1,1,1
1387,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Xt,0.604,0.467,0.318,0.387,0.526,0.689,0.843,0.899,0.94,0.938
1388,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Fd,1,1,1,1,1,1,1,1,1,1
1389,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Cv,2.86,6.79,11.7,18.4,23.6,27.9,30.9,33.5,35.3,36.7
1390,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,FL,1,1,1,1,1,1,1,1,1,1
1391,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Xt,0.672,0.755,0.547,0.386,0.358,0.377,0.398,0.431,0.47,0.483
1392,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,2,2.3125,1.125,Fd,1,1,1,1,1,1,1,1,1,1
1393,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,Cv,16.5,40.3,70.8,88,92.1,90.7,90.3,92.6,95.6,99.1
1394,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,FL,1,1,1,1,1,1,1,1,1,1
1395,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,Xt,0.685,0.471,0.331,0.378,0.532,0.753,0.929,0.983,0.968,0.923
1396,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,3.4375,1.5,Fd,1,1,1,1,1,1,1,1,1,1
1397,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,Cv,8.15,19.1,33.2,47.6,60.8,72.1,81.8,90.1,97.4,103
1398,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,FL,1,1,1,1,1,1,1,1,1,1
1399,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,Xt,0.72,0.66,0.5,0.439,0.406,0.412,0.437,0.472,0.504,0.51
1400,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,3,2.3125,1.125,Fd,1,1,1,1,1,1,1,1,1,1
1401,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,2,Cv,33.9,76.6,117,135,137,137,141,149,157,169
1402,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,2,FL,1,1,1,1,1,1,1,1,1,1
1403,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,2,Xt,0.607,0.385,0.352,0.467,0.682,0.887,0.977,0.958,0.921,0.811
1404,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,2,Fd,1,1,1,1,1,1,1,1,1,1
1405,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,1.5,Cv,13.6,32.5,54.3,75.5,94.6,112,127,141,153,160
1406,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,1.5,FL,1,1,1,1,1,1,1,1,1,1
1407,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,1.5,Xt,0.674,0.481,0.374,0.344,0.345,0.354,0.37,0.385,0.407,0.428
1408,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,4,4.375,1.5,Fd,1,1,1,1,1,1,1,1,1,1
1409,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,6,7,2,Cv,55.8,125,196,245,270,286,297,308,323,338
1410,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,6,7,2,FL,1,1,1,1,1,1,1,1,1,1
1411,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,6,7,2,Xt,0.294,0.323,0.286,0.322,0.406,0.494,0.579,0.644,0.673,0.662
1412,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,6,7,2,Fd,1,1,1,1,1,1,1,1,1,1
1413,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,3,Cv,100,226,337,436,502,581,641,655,659,681
1414,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,3,FL,1,1,1,1,1,1,1,1,1,1
1415,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,3,Xt,0.456,0.49,0.47,0.427,0.452,0.468,0.521,0.624,0.703,0.701
1416,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,3,Fd,1,1,1,1,1,1,1,1,1,1
1417,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,4,Cv,142,303,428,542,611,652,669,689,700,726
1418,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,4,FL,1,1,1,1,1,1,1,1,1,1
1419,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,4,Xt,0.549,0.45,0.436,0.441,0.513,0.624,0.707,0.709,0.729,0.718
1420,Globe Straight,10,MHC,Linear,Over,Balanced,ASME 300,8,8,4,Fd,1,1,1,1,1,1,1,1,1,1
1421,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1,1.3125,0.75,Cv,2.5,4.8,6.7,8.5,10.3,11.9,13.3,14.7,15.4,15.9
1422,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1,1.3125,0.75,FL,1,1,1,1,1,1,1,1,1,1
1423,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1,1.3125,0.75,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1424,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1,1.3125,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1425,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1.5,1.875,0.75,Cv,0.7,5,14,19.1,22.7,24,25,25.7,25.7,25.8
1426,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1.5,1.875,0.75,FL,1,1,1,1,1,1,1,1,1,1
1427,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1.5,1.875,0.75,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1428,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,1.5,1.875,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1429,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Cv,0.5,0.6,3.7,6.4,9.2,12.1,14.9,17.8,20.7,21.6
1430,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,FL,1,1,1,1,1,1,1,1,1,1
1431,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1432,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1433,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Cv,0.5,0.5,3.9,5.7,7.4,9.2,10.9,12.7,14.5,16.1
1434,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,FL,1,1,1,1,1,1,1,1,1,1
1435,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1436,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1437,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Cv,0.5,0.6,2.4,3.8,5.2,6.6,8,9.5,10.9,11.7
1438,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,FL,1,1,1,1,1,1,1,1,1,1
1439,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1440,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,1.5,1.3125,0.75,Fd,1,1,1,1,1,1,1,1,1,1
1441,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Cv,0.1,1.4,2.3,3,3.8,4.6,5.4,6.1,6.9,7.4
1442,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,FL,1,1,1,1,1,1,1,1,1,1
1443,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1444,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Fd,1,1,1,1,1,1,1,1,1,1
1445,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Cv,0.1,1.5,2.4,3.4,4.4,5.3,6.3,7.3,8.2,8.3
1446,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,FL,1,1,1,1,1,1,1,1,1,1
1447,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1448,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Fd,1,1,1,1,1,1,1,1,1,1
1449,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Cv,0.1,1.4,2.3,3,3.8,4.6,5.4,6.1,6.9,7.4
1450,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,FL,1,1,1,1,1,1,1,1,1,1
1451,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1452,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Fd,1,1,1,1,1,1,1,1,1,1
1453,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Cv,0.1,1.5,2.4,3.4,4.4,5.3,6.3,7.3,8.2,8.3
1454,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,FL,1,1,1,1,1,1,1,1,1,1
1455,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Xt,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1456,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,1.5,0.75,1.13,Fd,1,1,1,1,1,1,1,1,1,1
1457,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,2,2.3125,1.375,Cv,8.7,18.7,28.7,36.7,41.6,45.3,47.4,48.4,48.9,49.4
1458,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,2,2.3125,1.375,FL,1,1,1,1,1,1,1,1,1,1
1459,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,2,2.3125,1.375,Xt,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
1460,Globe Straight,10,Low Noise Trim A1,Linear,Under,Balanced,ASME 300,2,2.3125,1.375,Fd,1,1,1,1,1,1,1,1,1,1
1461,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.4,3.1,7.7,12.8,17.1,21.6,24.5,27.3,28.5,29.7
1462,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1463,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
1464,Globe Straight,10,Low Noise Trim A3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Fd,1,1,1,1,1,1,1,1,1,1
1465,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.5,4.1,7,9.7,12.7,15.8,18.8,21.8,24.5,24.7
1466,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1467,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.75,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569
1468,Globe Straight,10,Low Noise Trim B1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Fd,1,1,1,1,1,1,1,1,1,1
1469,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.5,1.3,4.4,7,9.5,11.8,14.1,16.3,18.5,19.8
1470,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1471,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
1472,Globe Straight,10,Low Noise Trim B3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Fd,1,1,1,1,1,1,1,1,1,1
1473,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.5,3,4.6,5.9,7.5,9.1,10.7,12.3,13.9,14
1474,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1475,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
1476,Globe Straight,10,Low Noise Trim C1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Fd,1,1,1,1,1,1,1,1,1,1
1477,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.5,1.7,3.6,5.3,6.9,8.5,10,11.4,12.8,13.8
1478,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1479,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
1480,Globe Straight,10,Low Noise Trim C3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Fd,1,1,1,1,1,1,1,1,1,1
1481,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.5,3,4.6,5.9,7.5,9.1,10.7,12.3,13.9,14
1482,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1483,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
1484,Globe Straight,10,Low Noise Trim D1,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Fd,1,1,1,1,1,1,1,1,1,1
1485,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Cv,0.5,1.7,3.6,5.3,6.9,8.5,10,11.4,12.8,13.8
1486,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,FL,1,1,1,1,1,1,1,1,1,1
1487,Globe Straight,10,Low Noise Trim D3,Linear,Under,Balanced,ASME 300,2,1.3125,1.25,Xt,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
